synthetic_id,year,yearbook_table_id,yearbook_table_trans,bgs_statistic_type_trans,country_trans,country_iso2_code,country_iso3_code,pole_of_inaccessibility_longitude,pole_of_inaccessibility_latitude,bgs_commodity_code,bgs_commodity_trans,bgs_sub_commodity_trans,erml_group,erml_commodity,erml_sub_commodity,cgi_commodity_url,quantity,quantity_in_book_style,data_precision_description,sdmx_code,sdmx_translation,units,concat_table_notes_code,concat_table_notes_text,concat_figure_notes_code,concat_figure_notes_text
1-299-883-57-2012,2012-01-01 00:00:00,57,Mine production of gold,Production,Azerbaijan,AZ,AZE,47.659729,40.345830,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,1562,1562,,A,Normal value,kilograms,1|2|3,"In addition to the countries listed, Benin, Central African Republic, Equatorial Guinea, Uganda, Oman and Taiwan produce less than 100 kg gold per year|In addition to the countries listed, Cambodia, El Salvador, Haiti, Macedonia, Malawi, Pakistan, Paraguay, Portugal, and South Sudan may produce gold.|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-308-883-57-2012,2012-01-01 00:00:00,57,Mine production of gold,Production,North Macedonia,MK,MKD,21.700000,41.600000,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,0,-----,Nil (nothing produced),A,Normal Value,kilograms,1|2|3,"In addition to the countries listed, Benin, Central African Republic, Equatorial Guinea, Uganda, Oman and Taiwan produce less than 100 kg gold per year|In addition to the countries listed, Cambodia, El Salvador, Haiti, Macedonia, Malawi, Pakistan, Paraguay, Portugal, and South Sudan may produce gold.|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-46-883-57-2012,2012-01-01 00:00:00,57,Mine production of gold,Production,Namibia,NA,NAM,16.971257,-20.703654,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,2329,2329,,A,Normal value,kilograms,1|2|3,"In addition to the countries listed, Benin, Central African Republic, Equatorial Guinea, Uganda, Oman and Taiwan produce less than 100 kg gold per year|In addition to the countries listed, Cambodia, El Salvador, Haiti, Macedonia, Malawi, Pakistan, Paraguay, Portugal, and South Sudan may produce gold.|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-10-883-57-2012,2012-01-01 00:00:00,57,Mine production of gold,Production,Burkina Faso,BF,BFA,-0.901057,12.591396,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,29877,29877,,A,Normal value,kilograms,1|2|3,"In addition to the countries listed, Benin, Central African Republic, Equatorial Guinea, Uganda, Oman and Taiwan produce less than 100 kg gold per year|In addition to the countries listed, Cambodia, El Salvador, Haiti, Macedonia, Malawi, Pakistan, Paraguay, Portugal, and South Sudan may produce gold.|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-43-883-57-2012,2012-01-01 00:00:00,57,Mine production of gold,Production,Morocco,MA,MAR,-6.587161,31.846552,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,532,532,,A,Normal value,kilograms,1|2|3,"In addition to the countries listed, Benin, Central African Republic, Equatorial Guinea, Uganda, Oman and Taiwan produce less than 100 kg gold per year|In addition to the countries listed, Cambodia, El Salvador, Haiti, Macedonia, Malawi, Pakistan, Paraguay, Portugal, and South Sudan may produce gold.|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",d,Metal production.
1-51-883-57-2012,2012-01-01 00:00:00,57,Mine production of gold,Production,Rwanda,RW,RWA,29.741315,-1.942774,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,0,-----,Nil (nothing produced),A,Normal Value,kilograms,1|2|3,"In addition to the countries listed, Benin, Central African Republic, Equatorial Guinea, Uganda, Oman and Taiwan produce less than 100 kg gold per year|In addition to the countries listed, Cambodia, El Salvador, Haiti, Macedonia, Malawi, Pakistan, Paraguay, Portugal, and South Sudan may produce gold.|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-118-883-57-2012,2012-01-01 00:00:00,57,Mine production of gold,Production,Nicaragua,NI,NIC,-85.034260,12.845120,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,6981,6981,,A,Normal value,kilograms,1|2|3,"In addition to the countries listed, Benin, Central African Republic, Equatorial Guinea, Uganda, Oman and Taiwan produce less than 100 kg gold per year|In addition to the countries listed, Cambodia, El Salvador, Haiti, Macedonia, Malawi, Pakistan, Paraguay, Portugal, and South Sudan may produce gold.|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-48-883-57-2012,2012-01-01 00:00:00,57,Mine production of gold,Production,Nigeria,NG,NGA,8.075654,9.676734,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,4303,4303,,A,Normal value,kilograms,1|2|3,"In addition to the countries listed, Benin, Central African Republic, Equatorial Guinea, Uganda, Oman and Taiwan produce less than 100 kg gold per year|In addition to the countries listed, Cambodia, El Salvador, Haiti, Macedonia, Malawi, Pakistan, Paraguay, Portugal, and South Sudan may produce gold.|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-219-883-57-2012,2012-01-01 00:00:00,57,Mine production of gold,Production,Papua New Guinea,PG,PNG,143.891050,-5.631615,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,57021,57021,,A,Normal value,kilograms,1|2|3,"In addition to the countries listed, Benin, Central African Republic, Equatorial Guinea, Uganda, Oman and Taiwan produce less than 100 kg gold per year|In addition to the countries listed, Cambodia, El Salvador, Haiti, Macedonia, Malawi, Pakistan, Paraguay, Portugal, and South Sudan may produce gold.|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-289-883-57-2012,2012-01-01 00:00:00,57,Mine production of gold,Production,Romania,RO,ROU,24.972941,45.853464,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,500,500,,A,Normal value,kilograms,1|2|3,"In addition to the countries listed, Benin, Central African Republic, Equatorial Guinea, Uganda, Oman and Taiwan produce less than 100 kg gold per year|In addition to the countries listed, Cambodia, El Salvador, Haiti, Macedonia, Malawi, Pakistan, Paraguay, Portugal, and South Sudan may produce gold.|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",*,Estimates.
1-122-883-57-2012,2012-01-01 00:00:00,57,Mine production of gold,Production,Peru,PE,PER,-73.033826,-13.197341,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,161545,161545,,A,Normal value,kilograms,1|2|3,"In addition to the countries listed, Benin, Central African Republic, Equatorial Guinea, Uganda, Oman and Taiwan produce less than 100 kg gold per year|In addition to the countries listed, Cambodia, El Salvador, Haiti, Macedonia, Malawi, Pakistan, Paraguay, Portugal, and South Sudan may produce gold.|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-2-883-57-2012,2012-01-01 00:00:00,57,Mine production of gold,Production,Algeria,DZ,DZA,3.207800,27.468551,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,264,264,,A,Normal value,kilograms,1|2|3,"In addition to the countries listed, Benin, Central African Republic, Equatorial Guinea, Uganda, Oman and Taiwan produce less than 100 kg gold per year|In addition to the countries listed, Cambodia, El Salvador, Haiti, Macedonia, Malawi, Pakistan, Paraguay, Portugal, and South Sudan may produce gold.|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-274-883-57-2012,2012-01-01 00:00:00,57,Mine production of gold,Production,Armenia,AM,ARM,44.931730,40.288596,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,1941,1941,,A,Normal value,kilograms,1|2|3,"In addition to the countries listed, Benin, Central African Republic, Equatorial Guinea, Uganda, Oman and Taiwan produce less than 100 kg gold per year|In addition to the countries listed, Cambodia, El Salvador, Haiti, Macedonia, Malawi, Pakistan, Paraguay, Portugal, and South Sudan may produce gold.|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-7-883-57-2012,2012-01-01 00:00:00,57,Mine production of gold,Production,Botswana,BW,BWA,23.963965,-21.767426,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,1522,1522,,A,Normal value,kilograms,1|2|3,"In addition to the countries listed, Benin, Central African Republic, Equatorial Guinea, Uganda, Oman and Taiwan produce less than 100 kg gold per year|In addition to the countries listed, Cambodia, El Salvador, Haiti, Macedonia, Malawi, Pakistan, Paraguay, Portugal, and South Sudan may produce gold.|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-86-883-57-2012,2012-01-01 00:00:00,57,Mine production of gold,Production,Bolivia,BO,BOL,-64.684753,-16.706876,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,12000,12000,,A,Normal value,kilograms,1|2|3,"In addition to the countries listed, Benin, Central African Republic, Equatorial Guinea, Uganda, Oman and Taiwan produce less than 100 kg gold per year|In addition to the countries listed, Cambodia, El Salvador, Haiti, Macedonia, Malawi, Pakistan, Paraguay, Portugal, and South Sudan may produce gold.|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-287-883-57-2012,2012-01-01 00:00:00,57,Mine production of gold,Production,Poland,PL,POL,19.394322,52.124771,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,469,469,,A,Normal value,kilograms,1|2|3,"In addition to the countries listed, Benin, Central African Republic, Equatorial Guinea, Uganda, Oman and Taiwan produce less than 100 kg gold per year|In addition to the countries listed, Cambodia, El Salvador, Haiti, Macedonia, Malawi, Pakistan, Paraguay, Portugal, and South Sudan may produce gold.|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-30399-883-57-2012,2012-01-01 00:00:00,57,Mine production of gold,Production,Russia,RU,RUS,94.136588,63.462201,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,200345,200345,,A,Normal value,kilograms,1|2|3,"In addition to the countries listed, Benin, Central African Republic, Equatorial Guinea, Uganda, Oman and Taiwan produce less than 100 kg gold per year|In addition to the countries listed, Cambodia, El Salvador, Haiti, Macedonia, Malawi, Pakistan, Paraguay, Portugal, and South Sudan may produce gold.|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-47-883-57-2012,2012-01-01 00:00:00,57,Mine production of gold,Production,Niger,NE,NER,10.866246,17.975986,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,1677,1677,,A,Normal value,kilograms,1|2|3,"In addition to the countries listed, Benin, Central African Republic, Equatorial Guinea, Uganda, Oman and Taiwan produce less than 100 kg gold per year|In addition to the countries listed, Cambodia, El Salvador, Haiti, Macedonia, Malawi, Pakistan, Paraguay, Portugal, and South Sudan may produce gold.|In several countries substantial amounts of gold produced in small operations are not recorded in the official statistics used when compiling this table",,
1-47-883-57-2013,2013-01-01 00:00:00,57,Mine production of gold,Production,Niger,NE,NER,10.866246,17.975986,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,1041,1041,,A,Normal value,kilograms,1|3,"In addition to the countries listed, Cambodia, El Salvador, Haiti, Macedonia, Malawi, Pakistan, Paraguay and Portugal may produce gold.|In several countries substantial amounts of gold produced in small and/or artisanal operations are not recorded in the official statistics. Estimates have been added where possible but these have varying degrees of uncertainty.",,
1-219-883-57-2013,2013-01-01 00:00:00,57,Mine production of gold,Production,Papua New Guinea,PG,PNG,143.891050,-5.631615,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,61878,61878,,A,Normal value,kilograms,1|3,"In addition to the countries listed, Cambodia, El Salvador, Haiti, Macedonia, Malawi, Pakistan, Paraguay and Portugal may produce gold.|In several countries substantial amounts of gold produced in small and/or artisanal operations are not recorded in the official statistics. Estimates have been added where possible but these have varying degrees of uncertainty.",,
1-289-883-57-2013,2013-01-01 00:00:00,57,Mine production of gold,Production,Romania,RO,ROU,24.972941,45.853464,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,500,500,,A,Normal value,kilograms,1|3,"In addition to the countries listed, Cambodia, El Salvador, Haiti, Macedonia, Malawi, Pakistan, Paraguay and Portugal may produce gold.|In several countries substantial amounts of gold produced in small and/or artisanal operations are not recorded in the official statistics. Estimates have been added where possible but these have varying degrees of uncertainty.",*,Estimates.
1-51-883-57-2013,2013-01-01 00:00:00,57,Mine production of gold,Production,Rwanda,RW,RWA,29.741315,-1.942774,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,0,-----,Nil (nothing produced),A,Normal Value,kilograms,1|3,"In addition to the countries listed, Cambodia, El Salvador, Haiti, Macedonia, Malawi, Pakistan, Paraguay and Portugal may produce gold.|In several countries substantial amounts of gold produced in small and/or artisanal operations are not recorded in the official statistics. Estimates have been added where possible but these have varying degrees of uncertainty.",,
1-46-883-57-2013,2013-01-01 00:00:00,57,Mine production of gold,Production,Namibia,NA,NAM,16.971257,-20.703654,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,2038,2038,,A,Normal value,kilograms,1|3,"In addition to the countries listed, Cambodia, El Salvador, Haiti, Macedonia, Malawi, Pakistan, Paraguay and Portugal may produce gold.|In several countries substantial amounts of gold produced in small and/or artisanal operations are not recorded in the official statistics. Estimates have been added where possible but these have varying degrees of uncertainty.",,
1-299-883-57-2013,2013-01-01 00:00:00,57,Mine production of gold,Production,Azerbaijan,AZ,AZE,47.659729,40.345830,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,1621,1621,,A,Normal value,kilograms,1|3,"In addition to the countries listed, Cambodia, El Salvador, Haiti, Macedonia, Malawi, Pakistan, Paraguay and Portugal may produce gold.|In several countries substantial amounts of gold produced in small and/or artisanal operations are not recorded in the official statistics. Estimates have been added where possible but these have varying degrees of uncertainty.",,
1-43-883-57-2013,2013-01-01 00:00:00,57,Mine production of gold,Production,Morocco,MA,MAR,-6.587161,31.846552,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,463,463,,A,Normal value,kilograms,1|3,"In addition to the countries listed, Cambodia, El Salvador, Haiti, Macedonia, Malawi, Pakistan, Paraguay and Portugal may produce gold.|In several countries substantial amounts of gold produced in small and/or artisanal operations are not recorded in the official statistics. Estimates have been added where possible but these have varying degrees of uncertainty.",d,Metal production.
1-274-883-57-2013,2013-01-01 00:00:00,57,Mine production of gold,Production,Armenia,AM,ARM,44.931730,40.288596,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,2324,2324,,A,Normal value,kilograms,1|3,"In addition to the countries listed, Cambodia, El Salvador, Haiti, Macedonia, Malawi, Pakistan, Paraguay and Portugal may produce gold.|In several countries substantial amounts of gold produced in small and/or artisanal operations are not recorded in the official statistics. Estimates have been added where possible but these have varying degrees of uncertainty.",,
1-30399-883-57-2013,2013-01-01 00:00:00,57,Mine production of gold,Production,Russia,RU,RUS,94.136588,63.462201,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,214700,214700,,A,Normal value,kilograms,1|3,"In addition to the countries listed, Cambodia, El Salvador, Haiti, Macedonia, Malawi, Pakistan, Paraguay and Portugal may produce gold.|In several countries substantial amounts of gold produced in small and/or artisanal operations are not recorded in the official statistics. Estimates have been added where possible but these have varying degrees of uncertainty.",,
1-122-883-57-2013,2013-01-01 00:00:00,57,Mine production of gold,Production,Peru,PE,PER,-73.033826,-13.197341,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,151486,151486,,A,Normal value,kilograms,1|3,"In addition to the countries listed, Cambodia, El Salvador, Haiti, Macedonia, Malawi, Pakistan, Paraguay and Portugal may produce gold.|In several countries substantial amounts of gold produced in small and/or artisanal operations are not recorded in the official statistics. Estimates have been added where possible but these have varying degrees of uncertainty.",,
1-7-883-57-2013,2013-01-01 00:00:00,57,Mine production of gold,Production,Botswana,BW,BWA,23.963965,-21.767426,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,1206,1206,,A,Normal value,kilograms,1|3,"In addition to the countries listed, Cambodia, El Salvador, Haiti, Macedonia, Malawi, Pakistan, Paraguay and Portugal may produce gold.|In several countries substantial amounts of gold produced in small and/or artisanal operations are not recorded in the official statistics. Estimates have been added where possible but these have varying degrees of uncertainty.",,
1-308-883-57-2013,2013-01-01 00:00:00,57,Mine production of gold,Production,North Macedonia,MK,MKD,21.700000,41.600000,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,490,490,,A,Normal value,kilograms,1|3,"In addition to the countries listed, Cambodia, El Salvador, Haiti, Macedonia, Malawi, Pakistan, Paraguay and Portugal may produce gold.|In several countries substantial amounts of gold produced in small and/or artisanal operations are not recorded in the official statistics. Estimates have been added where possible but these have varying degrees of uncertainty.",,
1-86-883-57-2013,2013-01-01 00:00:00,57,Mine production of gold,Production,Bolivia,BO,BOL,-64.684753,-16.706876,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,13459,13459,,A,Normal value,kilograms,1|3,"In addition to the countries listed, Cambodia, El Salvador, Haiti, Macedonia, Malawi, Pakistan, Paraguay and Portugal may produce gold.|In several countries substantial amounts of gold produced in small and/or artisanal operations are not recorded in the official statistics. Estimates have been added where possible but these have varying degrees of uncertainty.",,
1-48-883-57-2013,2013-01-01 00:00:00,57,Mine production of gold,Production,Nigeria,NG,NGA,8.075654,9.676734,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,6261,6261,,A,Normal value,kilograms,1|3,"In addition to the countries listed, Cambodia, El Salvador, Haiti, Macedonia, Malawi, Pakistan, Paraguay and Portugal may produce gold.|In several countries substantial amounts of gold produced in small and/or artisanal operations are not recorded in the official statistics. Estimates have been added where possible but these have varying degrees of uncertainty.",,
1-2-883-57-2013,2013-01-01 00:00:00,57,Mine production of gold,Production,Algeria,DZ,DZA,3.207800,27.468551,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,140,140,,A,Normal value,kilograms,1|3,"In addition to the countries listed, Cambodia, El Salvador, Haiti, Macedonia, Malawi, Pakistan, Paraguay and Portugal may produce gold.|In several countries substantial amounts of gold produced in small and/or artisanal operations are not recorded in the official statistics. Estimates have been added where possible but these have varying degrees of uncertainty.",,
1-287-883-57-2013,2013-01-01 00:00:00,57,Mine production of gold,Production,Poland,PL,POL,19.394322,52.124771,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,431,431,,A,Normal value,kilograms,1|3,"In addition to the countries listed, Cambodia, El Salvador, Haiti, Macedonia, Malawi, Pakistan, Paraguay and Portugal may produce gold.|In several countries substantial amounts of gold produced in small and/or artisanal operations are not recorded in the official statistics. Estimates have been added where possible but these have varying degrees of uncertainty.",,
1-11-883-57-2013,2013-01-01 00:00:00,57,Mine production of gold,Production,Burundi,BI,BDI,29.875082,-3.357425,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,2823,2823,,A,Normal value,kilograms,1|3,"In addition to the countries listed, Cambodia, El Salvador, Haiti, Macedonia, Malawi, Pakistan, Paraguay and Portugal may produce gold.|In several countries substantial amounts of gold produced in small and/or artisanal operations are not recorded in the official statistics. Estimates have been added where possible but these have varying degrees of uncertainty.",,
1-118-883-57-2013,2013-01-01 00:00:00,57,Mine production of gold,Production,Nicaragua,NI,NIC,-85.034260,12.845120,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,8611,8611,,A,Normal value,kilograms,1|3,"In addition to the countries listed, Cambodia, El Salvador, Haiti, Macedonia, Malawi, Pakistan, Paraguay and Portugal may produce gold.|In several countries substantial amounts of gold produced in small and/or artisanal operations are not recorded in the official statistics. Estimates have been added where possible but these have varying degrees of uncertainty.",,
1-10-883-57-2013,2013-01-01 00:00:00,57,Mine production of gold,Production,Burkina Faso,BF,BFA,-0.901057,12.591396,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,32994,32994,,A,Normal value,kilograms,1|3,"In addition to the countries listed, Cambodia, El Salvador, Haiti, Macedonia, Malawi, Pakistan, Paraguay and Portugal may produce gold.|In several countries substantial amounts of gold produced in small and/or artisanal operations are not recorded in the official statistics. Estimates have been added where possible but these have varying degrees of uncertainty.",,
1-106-883-57-2013,2013-01-01 00:00:00,57,Mine production of gold,Production,Guatemala,GT,GTM,-90.736761,15.240898,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,6386,6386,,A,Normal value,kilograms,1|3,"In addition to the countries listed, Cambodia, El Salvador, Haiti, Macedonia, Malawi, Pakistan, Paraguay and Portugal may produce gold.|In several countries substantial amounts of gold produced in small and/or artisanal operations are not recorded in the official statistics. Estimates have been added where possible but these have varying degrees of uncertainty.",,
1-133-883-57-2013,2013-01-01 00:00:00,57,Mine production of gold,Production,Venezuela,VE,VEN,-64.007094,7.145968,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,1679,1679,,A,Normal value,kilograms,1|3,"In addition to the countries listed, Cambodia, El Salvador, Haiti, Macedonia, Malawi, Pakistan, Paraguay and Portugal may produce gold.|In several countries substantial amounts of gold produced in small and/or artisanal operations are not recorded in the official statistics. Estimates have been added where possible but these have varying degrees of uncertainty.",,
1-44-883-57-2013,2013-01-01 00:00:00,57,Mine production of gold,Production,Mozambique,MZ,MOZ,38.189455,-13.567587,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,91,91,,A,Normal value,kilograms,1|3,"In addition to the countries listed, Cambodia, El Salvador, Haiti, Macedonia, Malawi, Pakistan, Paraguay and Portugal may produce gold.|In several countries substantial amounts of gold produced in small and/or artisanal operations are not recorded in the official statistics. Estimates have been added where possible but these have varying degrees of uncertainty.",,
1-26-883-57-2013,2013-01-01 00:00:00,57,Mine production of gold,Production,Guinea,GN,GIN,-10.283343,10.617195,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,18322,18322,,A,Normal value,kilograms,1|3,"In addition to the countries listed, Cambodia, El Salvador, Haiti, Macedonia, Malawi, Pakistan, Paraguay and Portugal may produce gold.|In several countries substantial amounts of gold produced in small and/or artisanal operations are not recorded in the official statistics. Estimates have been added where possible but these have varying degrees of uncertainty.",,
1-296-883-57-2013,2013-01-01 00:00:00,57,Mine production of gold,Production,United Kingdom,GB,GBR,-3.000000,55.000000,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,42,42,,A,Normal value,kilograms,1|3,"In addition to the countries listed, Cambodia, El Salvador, Haiti, Macedonia, Malawi, Pakistan, Paraguay and Portugal may produce gold.|In several countries substantial amounts of gold produced in small and/or artisanal operations are not recorded in the official statistics. Estimates have been added where possible but these have varying degrees of uncertainty.",,
1-166-883-57-2013,2013-01-01 00:00:00,57,Mine production of gold,Production,Mongolia,MN,MNG,105.527762,46.198899,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,8904,8904,,A,Normal value,kilograms,1|3,"In addition to the countries listed, Cambodia, El Salvador, Haiti, Macedonia, Malawi, Pakistan, Paraguay and Portugal may produce gold.|In several countries substantial amounts of gold produced in small and/or artisanal operations are not recorded in the official statistics. Estimates have been added where possible but these have varying degrees of uncertainty.",,
1-176-883-57-2013,2013-01-01 00:00:00,57,Mine production of gold,Production,Saudi Arabia,SA,SAU,44.908958,23.753953,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,4158,4158,,A,Normal value,kilograms,1|3,"In addition to the countries listed, Cambodia, El Salvador, Haiti, Macedonia, Malawi, Pakistan, Paraguay and Portugal may produce gold.|In several countries substantial amounts of gold produced in small and/or artisanal operations are not recorded in the official statistics. Estimates have been added where possible but these have varying degrees of uncertainty.",,
1-120-883-57-2013,2013-01-01 00:00:00,57,Mine production of gold,Production,Panama,PA,PAN,-80.023774,9.023398,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,1120,1120,,A,Normal value,kilograms,1|3,"In addition to the countries listed, Cambodia, El Salvador, Haiti, Macedonia, Malawi, Pakistan, Paraguay and Portugal may produce gold.|In several countries substantial amounts of gold produced in small and/or artisanal operations are not recorded in the official statistics. Estimates have been added where possible but these have varying degrees of uncertainty.",,
1-30389-883-57-2013,2013-01-01 00:00:00,57,Mine production of gold,Production,Serbia,RS,SRB,21.069123,43.769359,883,"gold, mine",,Gold,"Gold (mine production, metal production)",Ores and concentrates (metal content),http://resource.geosciml.org/classifier/cgi/commodity-code/gold,1154,1154,,A,Normal value,kilograms,1|3,"In addition to the countries listed, Cambodia, El Salvador, Haiti, Macedonia, Malawi, Pakistan, Paraguay and Portugal may produce gold.|In several countries substantial amounts of gold produced in small and/or artisanal operations are not recorded in the official statistics. Estimates have been added where possible but these have varying degrees of uncertainty.",d,Metal production.
